idx,split,object_count,output_shape,matching_object_ranks,object_rows
227,arc-gen,3,"(6, 3)",[1],"[{""bbox"": [1, 4, 4, 8], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 3, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 0, 8, 3], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 5, 8, 8], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 1, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
228,arc-gen,3,"(3, 6)",[0],"[{""bbox"": [0, 1, 3, 7], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 7, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 6, 10, 10], ""h"": 6, ""w"": 4, ""area"": 24, ""nz"": 24, ""count1"": 11, ""count2"": 3, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 0, 9, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 2}]"
229,arc-gen,3,"(4, 5)",[0],"[{""bbox"": [1, 0, 5, 5], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 10, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 7, 7, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 3, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 0, 10, 4], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 8, ""count2"": 1, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 2}]"
230,arc-gen,2,"(3, 3)",[1],"[{""bbox"": [3, 3, 6, 9], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 1, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 3, 10, 6], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 4, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 1}]"
231,arc-gen,3,"(4, 3)",[2],"[{""bbox"": [0, 0, 3, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 2, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 5, 3, 10], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 7, ""count2"": 1, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 2, 9, 5], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 1, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 2}]"
232,arc-gen,3,"(3, 4)",[2],"[{""bbox"": [0, 0, 3, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 4, 5, 7], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 8, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 2, 9, 6], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
233,arc-gen,3,"(4, 4)",[1],"[{""bbox"": [0, 1, 3, 5], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 1, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 0, 8, 4], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 6, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 5, 10, 9], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 2, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 2}]"
234,arc-gen,2,"(6, 4)",[0],"[{""bbox"": [1, 0, 7, 4], ""h"": 6, ""w"": 4, ""area"": 24, ""nz"": 24, ""count1"": 12, ""count2"": 4, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 5, 5, 10], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 10, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}]"
235,arc-gen,2,"(4, 5)",[1],"[{""bbox"": [2, 7, 7, 10], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 1, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 1, 10, 6], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 7, ""count2"": 3, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 1}]"
236,arc-gen,2,"(4, 3)",[1],"[{""bbox"": [0, 3, 5, 7], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 12, ""count2"": 1, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 4, 10, 7], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}]"
237,arc-gen,2,"(6, 5)",[0],"[{""bbox"": [1, 0, 7, 5], ""h"": 6, ""w"": 5, ""area"": 30, ""nz"": 30, ""count1"": 15, ""count2"": 4, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 6, 6, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 10, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}]"
238,arc-gen,2,"(3, 4)",[1],"[{""bbox"": [1, 1, 6, 6], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 10, ""count2"": 2, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 2, 10, 6], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}]"
239,arc-gen,3,"(5, 4)",[2],"[{""bbox"": [0, 0, 3, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 7, 3, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 1, 10, 5], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 11, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
240,arc-gen,3,"(3, 6)",[0],"[{""bbox"": [0, 3, 3, 9], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 6, ""count2"": 3, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 0, 9, 5], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 13, ""count2"": 2, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 6, 9, 9], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 1, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 2}]"
241,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 7, 4, 10], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 1, 6, 5], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 3, ""count2"": 2, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 2, 10, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 0, ""count2"": 4, ""count8"": 5, ""colors"": [2, 8], ""rank"": 2}]"
242,arc-gen,2,"(4, 3)",[1],"[{""bbox"": [1, 2, 4, 8], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 0, 10, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}]"
243,arc-gen,2,"(3, 3)",[1],"[{""bbox"": [0, 4, 5, 9], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 13, ""count2"": 1, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 2, 9, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 0, ""count2"": 2, ""count8"": 7, ""colors"": [2, 8], ""rank"": 1}]"
244,arc-gen,2,"(3, 6)",[0],"[{""bbox"": [2, 2, 5, 8], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 7, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 2, 10, 8], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 7, ""count2"": 3, ""count8"": 14, ""colors"": [1, 2, 8], ""rank"": 1}]"
245,arc-gen,2,"(4, 6)",[0],"[{""bbox"": [0, 2, 4, 8], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 11, ""count2"": 4, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 6, 10, 10], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 1, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}]"
246,arc-gen,3,"(4, 3)",[0],"[{""bbox"": [0, 7, 4, 10], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 6, ""count2"": 4, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 1, 6, 6], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 6, ""count2"": 2, ""count8"": 12, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 2, 10, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 3, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 2}]"
247,arc-gen,3,"(5, 3)",[1],"[{""bbox"": [0, 5, 3, 9], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 0, 6, 3], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 5, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 6, 9, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 2}]"
248,arc-gen,3,"(5, 3)",[0],"[{""bbox"": [1, 5, 6, 8], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 8, ""count2"": 4, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 1, 6, 4], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 1, 10, 7], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 7, ""count2"": 1, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 2}]"
249,arc-gen,3,"(4, 3)",[0],"[{""bbox"": [0, 0, 4, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 6, ""count2"": 3, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 6, 8, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 6, ""count2"": 1, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 1, 10, 5], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 15, ""count2"": 2, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 2}]"
250,arc-gen,3,"(3, 5)",[2],"[{""bbox"": [1, 0, 6, 3], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 9, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 6, 8, 9], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 3, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 5], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
251,arc-gen,3,"(3, 4)",[0],"[{""bbox"": [0, 0, 3, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 0, 10, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 1, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 7, 10, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 2}]"
252,arc-gen,2,"(6, 5)",[0],"[{""bbox"": [1, 5, 7, 10], ""h"": 6, ""w"": 5, ""area"": 30, ""nz"": 30, ""count1"": 13, ""count2"": 4, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 0, 8, 4], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 10, ""count2"": 2, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}]"
253,arc-gen,2,"(3, 6)",[1],"[{""bbox"": [0, 2, 3, 8], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 11, ""count2"": 1, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 3, 7, 9], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}]"
254,arc-gen,3,"(3, 5)",[1],"[{""bbox"": [1, 5, 6, 8], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 5, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 1, 10, 6], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 2, ""count2"": 4, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 7, 10, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 2, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 2}]"
255,arc-gen,3,"(5, 3)",[0],"[{""bbox"": [0, 6, 5, 9], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 4, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 0, 5, 4], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 8, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 1, 10, 5], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 12, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 2}]"
256,arc-gen,3,"(4, 3)",[1],"[{""bbox"": [1, 2, 6, 6], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 11, ""count2"": 1, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 7, 5, 10], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 4, 10, 10], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 7, ""count2"": 2, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 2}]"
257,arc-gen,3,"(3, 4)",[0],"[{""bbox"": [1, 6, 4, 10], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 0, 8, 3], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 8, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 6, 9, 10], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 6, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 2}]"
258,arc-gen,3,"(4, 5)",[2],"[{""bbox"": [0, 0, 3, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 3, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 7, 4, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 1, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 1, 8, 6], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 2}]"
259,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 2, 3, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 6, 4, 10], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 6, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 0, 8, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 3, ""count8"": 1, ""colors"": [1, 2, 8], ""rank"": 2}]"
260,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 0, 4, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 4, 8, 8], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 1, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 4, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 2}]"
261,arc-gen,3,"(3, 5)",[2],"[{""bbox"": [1, 3, 4, 7], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 7, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 1, 10, 4], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 5, 9, 10], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 4, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 2}]"
262,arc-gen,2,"(6, 4)",[0],"[{""bbox"": [0, 0, 6, 4], ""h"": 6, ""w"": 4, ""area"": 24, ""nz"": 24, ""count1"": 9, ""count2"": 4, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 0, 10, 6], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 1, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}]"
263,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 5, 3, 10], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 9, ""count2"": 1, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 4, 7, 7], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 2, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 2}]"
264,arc-gen,3,"(4, 3)",[1],"[{""bbox"": [0, 4, 5, 8], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 6, ""count2"": 3, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 1, 10, 4], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 6, 9, 10], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 2, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 2}]"
265,arc-gen,3,"(3, 3)",[1],"[{""bbox"": [1, 4, 4, 8], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 0, 9, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 1, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 6, 9, 9], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 1, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 2}]"
