rounded_missing_drop,candidate_subsets,shown_subset_count
113.12,097 193 192 197 137 335 224 338;097 192 197 324 137 335 213 131;097 193 197 324 137 213 338 131;193 192 324 335 224 213 131 275,4
113.13,097 192 197 324 137 224 213 338;097 193 192 137 335 224 213 338;097 193 192 197 137 335 224 131;193 192 324 335 213 338 131 275,4
113.14,193 192 197 324 137 335 224 213;097 192 197 324 137 224 213 131;097 193 192 137 335 224 213 131;097 193 192 197 137 335 338 131,4
113.15,097 193 192 324 137 335 224 338;193 192 197 324 137 335 213 338;097 193 197 137 335 224 213 338;097 193 192 197 137 224 338 131,4
113.16,097 193 192 324 137 335 224 131;193 192 197 324 137 335 213 131;097 193 197 137 335 224 213 131;097 193 192 137 224 213 338 131,4
113.17,193 192 197 324 137 224 213 338;097 193 192 324 137 335 338 131;097 193 197 137 335 213 338 131;192 197 324 335 224 213 338 275,4
113.18,097 193 197 324 137 335 224 338;097 192 197 137 335 224 213 338;193 192 197 324 137 224 213 131;192 197 324 335 224 213 131 275,4
113.19,097 193 324 137 335 224 213 338;097 193 197 324 137 335 224 131;097 192 197 137 335 224 213 131;097 193 192 324 137 224 338 131,4
113.2,097 193 324 137 335 224 213 131;097 193 197 324 137 335 338 131;097 192 197 137 335 213 338 131;193 192 197 335 224 338 131 275,4
113.21,097 192 197 324 137 335 224 338;097 193 197 324 137 224 338 131;097 193 324 137 335 213 338 131;192 197 324 224 213 338 131 275,4
113.22,193 192 197 137 335 224 213 338;097 192 324 137 335 224 213 338;097 192 197 324 137 335 224 131;097 192 197 137 224 213 338 131,4
113.23,193 192 197 137 335 224 213 131;097 192 324 137 335 224 213 131;097 192 197 324 137 335 338 131;193 192 324 335 224 338 131 275,4
113.24,097 197 324 137 335 224 213 338;097 193 192 137 335 224 338 131;193 192 197 137 335 213 338 131;097 192 324 137 335 213 338 131,4
113.25,193 192 197 324 137 335 224 338;097 197 324 137 335 224 213 131;097 192 197 324 137 224 338 131;097 192 324 137 335 224 338 138,4
113.26,193 192 324 137 335 224 213 338;193 192 197 324 137 335 224 131;097 197 324 137 335 213 338 131;193 192 197 137 224 213 338 131,4
113.27,193 192 324 137 335 224 213 131;193 192 197 324 137 335 338 131;097 193 197 137 335 224 338 131;193 324 335 224 213 338 131 275,4
113.28,193 197 324 137 335 224 213 338;193 192 324 137 335 213 338 131;097 197 324 137 224 213 338 131;097 193 137 335 224 213 338 131,4
113.29,193 197 324 137 335 224 213 131;193 192 197 324 137 224 338 131;192 197 324 335 224 338 131 275;193 192 324 137 335 224 338 138,4
113.3,097 192 197 137 335 224 338 131;193 197 324 137 335 213 338 131;193 192 324 137 224 213 338 131;192 324 335 224 213 338 131 275,4
113.31,192 197 324 137 335 224 213 338;097 193 324 137 335 224 338 131;097 192 137 335 224 213 338 131;193 192 324 137 335 338 131 138,4
113.32,193 197 324 137 224 213 338 131;197 324 335 224 213 338 131 275;193 197 324 137 335 224 338 138;192 197 137 335 224 213 338 138,4
113.33,192 197 324 137 335 224 213 131;193 324 137 335 224 213 338 138;193 197 324 137 335 224 131 138;192 197 137 335 224 213 131 138,4
113.34,193 192 197 137 335 224 338 131;097 192 324 137 335 224 338 131;192 197 324 137 335 213 338 131;097 197 137 335 224 213 338 131,4
113.35,192 197 324 137 224 213 338 131;193 192 137 335 224 213 338 131;097 193 192 197 324 224 213 138;192 197 324 137 335 224 338 138,4
113.36,097 197 324 137 335 224 338 131;097 193 192 197 324 213 338 138;192 324 137 335 224 213 338 138;192 197 324 137 335 224 131 138,4
113.37,097 324 137 335 224 213 338 131;097 193 192 197 324 213 131 138;192 324 137 335 224 213 131 138;192 197 324 137 335 338 131 138,4
113.38,193 192 324 137 335 224 338 131;193 197 137 335 224 213 338 131;197 324 137 335 224 213 338 138;192 324 137 335 213 338 131 138,4
113.39,192 197 324 137 224 338 131 138;193 192 137 335 224 338 131 138;192 197 324 335 224 213 131 243;193 197 324 224 213 338 131 243,4
113.4,097 193 192 197 324 335 224 213;193 197 324 137 335 224 338 131;197 324 137 335 224 213 131 138;197 324 137 335 213 338 131 138,4
113.41,097 193 192 197 324 335 213 338;192 197 137 335 224 213 338 131;193 324 137 335 224 213 338 131;097 193 192 197 335 224 213 138,4
113.42,097 193 192 197 324 335 213 131;097 193 192 197 335 213 338 138;197 324 137 224 213 338 131 138;193 137 335 224 213 338 131 138,4
113.43,097 193 192 197 324 224 213 338;192 197 324 137 335 224 338 131;097 193 192 197 335 213 131 138;097 197 324 335 224 338 131 243,4
113.44,097 193 192 197 324 224 213 131;192 324 137 335 224 213 338 131;097 193 192 197 324 335 224 138;097 193 192 197 224 213 338 138,4
113.45,097 193 192 197 324 213 338 131;097 193 192 324 335 224 213 138;097 193 192 197 324 335 338 138;097 193 192 197 224 213 131 138,4
113.46,097 193 192 197 324 224 338 138;097 193 192 324 335 213 338 138;097 193 192 197 324 335 131 138;097 193 192 197 213 338 131 138,4
113.47,197 324 137 335 224 213 338 131;097 193 197 324 335 224 213 138;097 193 192 324 224 213 338 138;097 193 192 197 324 224 131 138,4
113.48,097 193 192 197 335 224 213 338;097 193 197 324 335 213 338 138;097 193 192 324 224 213 131 138;097 193 192 197 324 338 131 138,4
113.49,097 193 192 197 335 224 213 131;097 193 197 324 335 213 131 138;097 193 192 324 213 338 131 138;197 324 224 213 338 131 138 243,4
113.5,097 193 192 197 335 213 338 131;097 192 197 324 335 224 213 138;097 193 197 324 224 213 338 138;197 324 137 335 224 338 131 138,4
113.51,097 193 192 197 324 335 224 338;097 192 197 324 335 213 338 138;097 193 197 324 224 213 131 138;324 137 335 224 213 338 131 138,4
113.52,097 193 192 324 335 224 213 338;097 193 192 197 324 335 224 131;097 193 192 197 224 213 338 131;097 193 192 197 335 224 338 138,4
113.53,097 193 192 324 335 224 213 131;097 193 192 197 324 335 338 131;097 192 197 324 224 213 338 138;097 193 192 335 224 213 338 138,4
113.54,097 193 197 324 335 224 213 338;097 193 192 324 335 213 338 131;193 192 197 324 335 224 213 138;097 192 197 324 224 213 131 138,4
113.55,097 193 197 324 335 224 213 131;097 193 192 197 324 224 338 131;097 193 192 324 335 224 338 138;193 192 197 324 335 213 338 138,4
113.56,097 193 197 324 335 213 338 131;097 193 192 324 224 213 338 131;193 192 197 324 335 213 131 138;097 193 197 335 224 213 131 138,4
113.57,193 192 197 324 224 213 338 138;097 193 192 324 335 224 131 138;097 193 192 324 335 338 131 138;097 193 197 335 213 338 131 138,4
113.58,097 192 197 324 335 224 213 338;097 193 197 324 224 213 338 131;097 193 197 324 335 224 338 138;097 192 197 335 224 213 338 138,4
113.59,097 192 197 324 335 224 213 131;097 193 324 335 224 213 338 138;097 193 197 324 335 224 131 138;097 192 197 335 224 213 131 138,4
113.6,097 193 192 197 335 224 338 131;097 192 197 324 335 213 338 131;097 193 324 335 224 213 131 138;097 193 197 324 335 338 131 138,4
113.61,097 192 197 324 224 213 338 131;097 193 192 335 224 213 338 131;097 192 197 324 335 224 338 138;097 193 324 335 213 338 131 138,4
113.62,193 192 197 324 335 224 213 338;193 192 197 335 224 213 338 138;097 192 324 335 224 213 338 138;097 192 197 324 335 224 131 138,4
113.63,193 192 197 324 335 224 213 131;193 192 197 335 224 213 131 138;097 192 324 335 224 213 131 138;097 192 197 324 335 338 131 138,4
113.64,097 193 192 324 335 224 338 131;193 192 197 324 335 213 338 131;097 193 197 335 224 213 338 131;193 192 197 335 213 338 131 138,4
113.65,193 192 197 324 224 213 338 131;193 192 197 324 335 224 338 138;097 197 324 335 224 213 338 138;097 192 197 324 224 338 131 138,4
113.66,097 193 197 324 335 224 338 131;193 192 324 335 224 213 338 138;193 192 197 324 335 224 131 138;097 197 324 335 224 213 131 138,4
113.67,097 192 197 335 224 213 338 131;097 193 324 335 224 213 338 131;193 192 324 335 224 213 131 138;193 192 197 324 335 338 131 138,4
113.68,193 192 324 335 213 338 131 138;097 197 324 224 213 338 131 138;097 193 335 224 213 338 131 138;193 192 197 324 335 224 213 359,4
113.69,193 197 324 335 224 213 338 138;193 192 197 324 224 338 131 138;097 193 192 324 335 224 338 359;193 192 197 324 335 213 338 359,4
113.7,097 192 197 324 335 224 338 131;193 197 324 335 224 213 131 138;097 192 197 335 224 338 131 138;193 192 324 224 213 338 131 138,4
113.71,193 192 197 335 224 213 338 131;097 192 324 335 224 213 338 131;097 193 324 335 224 338 131 138;193 197 324 335 213 338 131 138,4
113.72,192 197 324 335 224 213 338 138;193 197 324 224 213 338 131 138;097 193 197 324 335 224 338 359;097 192 197 335 224 213 338 359,4
113.73,097 197 324 335 224 213 338 131;192 197 324 335 224 213 131 138;097 193 197 324 335 224 131 359;097 192 197 335 224 213 131 359,4
113.74,193 192 197 324 335 224 338 131;193 192 324 335 224 213 338 131;193 192 197 335 224 338 131 138;097 192 324 335 224 338 131 138,4
113.75,192 197 324 224 213 338 131 138;193 192 335 224 213 338 131 138;097 192 197 324 335 224 338 359;097 193 197 324 224 338 131 359,4
113.76,193 192 197 335 224 213 338 359;097 192 324 335 224 213 338 359;097 192 197 324 335 224 131 359;097 192 197 224 213 338 131 359,4
113.77,193 197 324 335 224 213 338 131;097 197 324 335 224 338 131 138;097 324 335 224 213 338 131 138;193 192 197 335 224 213 131 359,4
113.78,193 192 324 335 224 338 131 138;193 197 335 224 213 338 131 138;097 197 324 335 224 213 338 359;097 192 197 324 224 338 131 359,4
113.79,193 192 197 324 335 224 338 359;097 197 324 335 224 213 131 359;097 192 324 224 213 338 131 359;097 192 324 335 224 338 138 359,4
113.8,192 197 324 335 224 213 338 131;193 192 324 335 224 213 338 359;193 192 197 324 335 224 131 359;097 197 324 335 213 338 131 359,4
113.81,193 197 324 335 224 338 131 138;192 197 335 224 213 338 131 138;193 324 335 224 213 338 131 138;193 192 324 335 224 213 131 359,4
113.82,193 197 324 335 224 213 338 359;193 192 197 324 224 338 131 359;193 192 324 335 213 338 131 359;097 197 324 224 213 338 131 359,4
113.83,193 197 324 335 224 213 131 359;193 192 324 224 213 338 131 359;193 192 324 335 224 338 138 359;193 197 335 224 213 338 138 359,4
113.84,192 197 324 335 224 338 131 138;097 192 197 335 224 338 131 359;097 193 324 335 224 338 131 359;193 197 324 335 213 338 131 359,4
113.85,192 324 335 224 213 338 131 138;192 197 324 335 224 213 338 359;097 192 335 224 213 338 131 359;193 192 324 335 338 131 138 359,4
113.86,192 197 324 335 224 213 131 359;193 197 324 224 213 338 131 359;193 197 324 335 224 338 138 359;192 197 335 224 213 338 138 359,4
113.87,197 324 335 224 213 338 131 138;192 197 324 335 213 338 131 359;097 197 335 224 213 338 131 359;193 324 335 224 213 338 138 359,4
113.88,193 192 197 335 224 338 131 359;097 192 324 335 224 338 131 359;193 324 335 224 213 131 138 359;193 197 324 335 338 131 138 359,4
113.89,192 197 324 224 213 338 131 359;193 192 335 224 213 338 131 359;192 197 324 335 224 338 138 359;193 197 324 224 338 131 138 359,4
113.9,097 197 324 335 224 338 131 359;192 324 335 224 213 338 138 359;192 197 324 335 224 131 138 359;192 197 224 213 338 131 138 359,4
113.91,193 197 335 224 213 338 131 359;097 324 335 224 213 338 131 359;192 324 335 224 213 131 138 359;192 197 324 335 338 131 138 359,4
113.92,193 192 324 335 224 338 131 359;197 324 335 224 213 338 138 359;193 192 335 224 338 131 138 359;192 324 335 213 338 131 138 359,4
113.93,197 324 335 224 213 131 138 359;192 197 324 224 338 131 138 359,2
113.94,193 197 324 335 224 338 131 359;197 324 335 213 338 131 138 359;192 324 224 213 338 131 138 359,3
113.95,192 197 335 224 213 338 131 359;193 324 335 224 213 338 131 359;193 197 335 224 338 131 138 359;097 324 335 224 338 131 138 359,4
113.96,197 324 224 213 338 131 138 359;193 335 224 213 338 131 138 359,2
113.98,192 324 335 224 213 338 131 359;192 197 335 224 338 131 138 359,2
113.99,193 324 335 224 338 131 138 359;192 335 224 213 338 131 138 359,2
114.02,192 324 335 224 338 131 138 359;197 335 224 213 338 131 138 359,2
125.95,097 193 192 324 137 213 275 243 101;097 193 192 197 137 275 138 243 101,2
125.98,097 193 197 324 137 213 275 243 101;097 193 197 137 213 275 138 243 101,2
126.01,097 193 192 197 137 224 275 243 101;097 192 197 324 137 213 275 243 101;097 193 192 137 335 213 275 243 101;097 193 197 324 137 275 138 243 101,4
126.02,097 193 192 137 224 213 275 243 101;097 193 192 197 137 338 275 243 101;097 192 197 137 213 275 138 243 101;097 193 324 137 213 275 138 243 101,4
126.03,097 193 192 324 137 335 275 243 101;097 193 197 137 335 213 275 243 101;097 193 192 137 213 338 275 243 101;097 193 192 197 137 131 275 243 101,4
126.04,097 193 192 137 213 131 275 243 101;097 192 197 324 137 275 138 243 101;097 193 192 137 335 275 138 243 101,3
126.05,097 193 192 324 137 224 275 243 101;193 192 197 324 137 213 275 243 101;097 193 197 137 224 213 275 243 101;097 192 324 137 213 275 138 243 101,4
126.06,097 193 197 324 137 335 275 243 101;097 192 197 137 335 213 275 243 101;097 193 192 324 137 338 275 243 101;097 193 197 137 213 338 275 243 101,4
126.07,097 193 324 137 335 213 275 243 101;097 193 192 324 137 131 275 243 101;097 193 197 137 213 131 275 243 101;097 193 197 137 335 275 138 243 101,4
126.08,097 193 197 324 137 224 275 243 101;097 192 197 137 224 213 275 243 101;193 192 197 324 137 275 138 243 101;097 193 197 137 224 275 138 243 101,4
126.09,097 192 197 324 137 335 275 243 101;097 193 324 137 224 213 275 243 101;097 193 197 324 137 338 275 243 101;097 192 197 137 213 338 275 243 101,4
126.1,193 192 197 137 335 213 275 243 101;097 192 324 137 335 213 275 243 101;097 193 197 324 137 131 275 243 101;097 192 197 137 213 131 275 243 101,4
126.11,097 192 197 324 137 224 275 243 101;097 193 192 137 335 224 275 243 101;097 193 324 137 213 131 275 243 101;097 192 137 335 213 275 138 243 101,4
126.12,097 197 324 137 335 213 275 243 101;193 192 197 137 224 213 275 243 101;097 192 324 137 224 213 275 243 101;097 192 197 324 137 338 275 243 101,4
126.13,193 192 197 324 137 335 275 243 101;097 193 197 137 335 224 275 243 101;097 193 192 137 224 338 275 243 101;193 192 197 137 213 338 275 243 101,4
126.14,193 192 324 137 335 213 275 243 101;097 197 324 137 224 213 275 243 101;097 193 137 335 224 213 275 243 101;097 193 197 137 335 338 275 243 101,4
126.15,193 192 197 324 137 224 275 243 101;097 197 324 137 213 338 275 243 101;097 193 137 335 213 338 275 243 101;097 193 197 137 335 131 275 243 101,4
126.16,097 192 197 137 335 224 275 243 101;193 197 324 137 335 213 275 243 101;193 192 324 137 224 213 275 243 101;193 192 197 324 137 338 275 243 101,4
126.17,097 193 324 137 335 224 275 243 101;097 192 137 335 224 213 275 243 101;097 192 197 137 335 338 275 243 101;193 192 324 137 213 338 275 243 101,4
126.18,193 197 324 137 224 213 275 243 101;097 193 324 137 335 338 275 243 101;097 192 137 335 213 338 275 243 101;097 192 197 137 335 131 275 243 101,4
126.19,097 192 197 137 224 338 275 243 101;097 193 324 137 224 338 275 243 101;193 197 324 137 213 338 275 243 101;097 193 324 137 335 131 275 243 101,4
126.2,193 192 197 137 335 224 275 243 101;097 192 324 137 335 224 275 243 101;192 197 324 137 335 213 275 243 101;097 197 137 335 224 213 275 243 101,4
126.21,097 193 192 197 324 137 213 275 243;192 197 324 137 224 213 275 243 101;193 192 137 335 224 213 275 243 101;193 192 197 137 335 338 275 243 101,4
126.22,097 193 192 197 137 213 275 138 243;097 197 324 137 335 224 275 243 101;192 197 324 137 213 338 275 243 101;193 192 137 335 213 338 275 243 101,4
126.23,097 324 137 335 224 213 275 243 101;097 197 324 137 335 338 275 243 101;193 192 197 137 224 338 275 243 101;097 192 324 137 224 338 275 243 101,4
126.24,097 193 192 197 324 137 213 275 101;193 192 324 137 335 224 275 243 101;193 197 137 335 224 213 275 243 101;097 324 137 335 213 338 275 243 101,4
126.25,097 193 192 197 324 137 275 138 243;097 193 192 197 137 213 275 138 101;193 192 324 137 335 338 275 243 101;097 197 324 137 224 338 275 243 101,4
126.26,097 193 192 324 137 213 275 138 243;193 197 324 137 335 224 275 243 101;193 197 137 224 213 338 275 243 101;097 324 137 224 213 338 275 243 101,4
126.27,097 193 192 197 137 335 213 275 243;192 197 137 335 224 213 275 243 101;193 324 137 335 224 213 275 243 101;193 197 324 137 335 338 275 243 101,4
126.28,097 193 197 324 137 213 275 138 243;097 193 192 197 324 137 275 138 101;097 192 137 335 224 338 275 243 101;192 197 137 335 213 338 275 243 101,4
126.29,097 193 192 197 137 224 213 275 243;097 193 192 324 137 213 275 138 101;193 197 324 137 224 338 275 243 101;097 192 137 335 224 131 275 243 101,4
126.3,097 193 192 197 324 137 335 275 243;097 193 192 324 137 335 213 275 243;097 193 192 197 137 213 338 275 243;097 193 192 197 137 335 275 138 243,4
126.31,097 193 192 197 324 137 224 275 243;097 193 192 197 137 213 131 275 243;097 193 192 137 335 213 275 138 243;097 193 197 324 137 213 275 138 101,4
126.32,097 193 192 324 137 224 213 275 243;097 193 192 197 324 137 338 275 243;097 193 192 197 137 224 275 138 243;097 192 197 324 137 213 275 138 243,4
126.33,097 193 197 324 137 335 213 275 243;097 193 192 324 137 213 338 275 243;097 193 192 197 324 137 131 275 243;097 193 192 137 224 213 275 138 243,4
126.34,097 193 192 324 137 213 131 275 243;097 193 192 324 137 335 275 138 243;097 193 197 137 335 213 275 138 243;097 193 192 137 213 338 275 138 243,4
126.35,097 193 197 324 137 224 213 275 243;193 192 197 324 137 213 275 138 243;097 193 192 137 213 131 275 138 243;097 193 192 324 137 224 213 275 101,4
126.36,097 192 197 324 137 335 213 275 243;097 193 197 324 137 213 338 275 243;097 193 192 324 137 224 275 138 243;097 193 197 137 224 213 275 138 243,4
126.37,097 193 192 197 137 335 224 275 243;097 193 197 324 137 213 131 275 243;097 193 197 324 137 335 275 138 243;097 192 197 137 335 213 275 138 243,4
126.38,097 192 197 324 137 224 213 275 243;097 193 192 137 335 224 213 275 243;097 193 192 197 137 335 338 275 243;097 193 197 324 137 224 275 138 243,4
126.39,097 192 197 324 137 213 338 275 243;097 193 192 137 335 213 338 275 243;097 193 192 197 137 335 131 275 243;097 192 197 137 224 213 275 138 243,4
126.4,097 193 192 324 137 335 224 275 243;193 192 197 324 137 335 213 275 243;097 193 197 137 335 224 213 275 243;097 193 192 197 137 224 338 275 243,4
