rank,task_id,family,priority,current_cost,current_points,target_cost,gain_to_target,rule_target,lowering_target,reject_lowering,first_action,acceptance,submission_policy
202,102,signature_lookup_current,P0,10233,15.766626928913245,1000,2.3256177921046177,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
203,118,signature_lookup_current,P0,10000,15.789659628023816,1000,2.302585092994047,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
205,270,signature_lookup_current,P0,9819,15.80792543683071,1000,2.284319284187154,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
206,169,signature_lookup_current,P0,9787,15.81118974657418,1000,2.2810549744436823,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
207,341,signature_lookup_current,P0,9787,15.81118974657418,1000,2.2810549744436823,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
208,246,signature_lookup_current,P0,9755,15.814464746942788,1000,2.2777799740750755,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
212,252,signature_lookup_current,P0,9531,15.837695077062374,1000,2.254549643955489,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
213,71,signature_lookup_current,P0,9502,15.840742418253134,1000,2.251502302764729,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
214,156,signature_lookup_current,P0,9502,15.840742418253134,1000,2.251502302764729,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
215,225,signature_lookup_current,P0,9371,15.854624906876177,1000,2.237619814141686,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
216,335,signature_lookup_current,P0,9307,15.86147791581429,1000,2.230766805203574,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
218,41,signature_lookup_current,P0,9243,15.868378212735223,1000,2.22386650828264,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
219,192,signature_lookup_current,P0,9231,15.869677336009849,1000,2.2225673850080145,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
