added_total,all_top_deltas,all_top_line_types,balanced_removed_added_colors,color_count_preserved_nonzero_colors,color_counts_preserved,color_motion,dominant_delta,dominant_line_type,idx,input_nonzero_bbox,nonzero_count_preserved,output_nonzero_bbox,recolor_total,removed_total,shape,split
5,"0,-23:1 0,-17:1 0,3:1 0,12:1 0,23:1",horizontal:5,4,4,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 5, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 5, ""removed_bbox"": ""(0, 1, 13, 21)""}, {""added"": 2, ""added_bbox"": ""(5, 4, 12, 4)"", ""color"": 4, ""delta_counts"": {""0,-17"": 1, ""0,-23"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 20.0, ""output_count"": 17, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 21, 12, 27)"", ""top_delta"": ""(0, -23):1 (0, -17):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 1, ""added_bbox"": ""(11, 9, 11, 9)"", ""color"": 5, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(11, 6, 11, 6)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(12, 17, 12, 17)"", ""color"": 6, ""delta_counts"": {""0,12"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 12.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(12, 5, 12, 5)"", ""top_delta"": ""(0, 12):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(0, 23, 0, 23)"", ""color"": 7, ""delta_counts"": {""0,23"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 23.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(0, 0, 0, 0)"", ""top_delta"": ""(0, 23):1"", ""top_line_type"": ""horizontal:1""}]","0,-23",horizontal,175,"(0, 0, 14, 27)",False,"(0, 3, 14, 24)",0,10,"(15, 28)",arc-gen
4,"0,1:1 0,-2:1 0,3:1 0,2:1",horizontal:4,2,2,False,"[{""added"": 3, ""added_bbox"": ""(3, 14, 10, 16)"", ""color"": 2, ""delta_counts"": {""0,-2"": 1, ""0,1"": 1, ""0,3"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 18, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 2.0, ""output_count"": 18, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(3, 11, 10, 18)"", ""top_delta"": ""(0, 1):1 (0, -2):1 (0, 3):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(1, 4, 10, 12)""}, {""added"": 1, ""added_bbox"": ""(6, 5, 6, 5)"", ""color"": 4, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(6, 3, 6, 3)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}]","0,1",horizontal,176,"(0, 3, 14, 18)",False,"(0, 5, 14, 16)",0,7,"(15, 22)",arc-gen
2,"0,-3:2",horizontal:2,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 25, ""output_count"": 25, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(8, 12, 18, 12)"", ""color"": 2, ""delta_counts"": {""0,-3"": 2}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.0, ""output_count"": 27, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(8, 15, 18, 15)"", ""top_delta"": ""(0, -3):2"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(21, 2, 21, 2)""}]","0,-3",horizontal,177,"(0, 2, 24, 15)",False,"(0, 4, 24, 12)",0,3,"(25, 17)",arc-gen
8,"-2,0:1 18,0:1 1,0:1 13,0:1 -13,0:1 17,0:1 15,0:1 2,0:1",vertical:8,4,4,False,"[{""added"": 1, ""added_bbox"": ""(6, 24, 6, 24)"", ""color"": 2, ""delta_counts"": {""-2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 29, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 24, 8, 24)"", ""top_delta"": ""(-2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 2, ""added_bbox"": ""(19, 4, 19, 12)"", ""color"": 5, ""delta_counts"": {""1,0"": 1, ""18,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 9.5, ""output_count"": 30, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 4, 18, 12)"", ""top_delta"": ""(18, 0):1 (1, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 2, ""added_bbox"": ""(13, 20, 15, 27)"", ""color"": 7, ""delta_counts"": {""-13,0"": 1, ""13,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 13.0, ""output_count"": 30, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(0, 20, 28, 27)"", ""top_delta"": ""(13, 0):1 (-13, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 3, ""added_bbox"": ""(25, 14, 25, 24)"", ""color"": 8, ""delta_counts"": {""15,0"": 1, ""17,0"": 1, ""2,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 11.3333, ""output_count"": 31, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(8, 14, 23, 24)"", ""top_delta"": ""(17, 0):1 (15, 0):1 (2, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(10, 7, 10, 7)""}]","-2,0",vertical,178,"(0, 0, 28, 27)",False,"(5, 0, 26, 27)",0,9,"(29, 28)",arc-gen
2,"0,-4:1 0,-2:1",horizontal:2,2,2,True,"[{""added"": 2, ""added_bbox"": ""(8, 6, 10, 6)"", ""color"": 2, ""delta_counts"": {""0,-2"": 1, ""0,-4"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.0, ""output_count"": 16, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(8, 8, 10, 10)"", ""top_delta"": ""(0, -4):1 (0, -2):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,-4",horizontal,179,"(0, 5, 13, 12)",True,"(0, 5, 13, 12)",0,2,"(14, 13)",arc-gen
6,"-12,0:1 -20,0:1 18,0:1 5,0:1 4,0:1 19,0:1",vertical:6,4,4,False,"[{""added"": 2, ""added_bbox"": ""(6, 8, 6, 11)"", ""color"": 2, ""delta_counts"": {""-12,0"": 1, ""-20,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 16.0, ""output_count"": 17, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(18, 8, 26, 11)"", ""top_delta"": ""(-12, 0):1 (-20, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 2, ""added_bbox"": ""(20, 9, 20, 14)"", ""color"": 4, ""delta_counts"": {""18,0"": 1, ""5,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 11.5, ""output_count"": 17, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(2, 9, 15, 14)"", ""top_delta"": ""(18, 0):1 (5, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 1, ""added_bbox"": ""(11, 3, 11, 3)"", ""color"": 6, ""delta_counts"": {""4,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(7, 3, 7, 3)"", ""top_delta"": ""(4, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(24, 11, 24, 11)""}, {""added"": 1, ""added_bbox"": ""(27, 10, 27, 10)"", ""color"": 8, ""delta_counts"": {""19,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 19.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 10, 8, 10)"", ""top_delta"": ""(19, 0):1"", ""top_line_type"": ""vertical:1""}]","-12,0",vertical,180,"(2, 0, 28, 14)",False,"(5, 0, 28, 14)",0,7,"(30, 15)",arc-gen
5,"10,0:1 3,0:1 6,0:1 4,0:1 -3,0:1",vertical:5,3,3,False,"[{""added"": 1, ""added_bbox"": ""(19, 3, 19, 3)"", ""color"": 2, ""delta_counts"": {""10,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 10.0, ""output_count"": 26, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 3, 9, 3)"", ""top_delta"": ""(10, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(3, 18, 3, 18)"", ""color"": 4, ""delta_counts"": {""3,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 26, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(0, 18, 0, 18)"", ""top_delta"": ""(3, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 3, ""added_bbox"": ""(12, 6, 14, 11)"", ""color"": 5, ""delta_counts"": {""-3,0"": 1, ""4,0"": 1, ""6,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 4.3333, ""output_count"": 28, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(6, 6, 17, 11)"", ""top_delta"": ""(6, 0):1 (4, 0):1 (-3, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(8, 5, 8, 5)""}]","10,0",vertical,181,"(0, 0, 20, 24)",False,"(3, 0, 20, 24)",0,6,"(26, 25)",arc-gen
5,"0,1:2 0,6:1 0,11:1 0,-5:1",horizontal:5,2,2,False,"[{""added"": 3, ""added_bbox"": ""(8, 12, 20, 12)"", ""color"": 1, ""delta_counts"": {""0,1"": 1, ""0,11"": 1, ""0,6"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 25, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 6.0, ""output_count"": 25, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(8, 1, 20, 11)"", ""top_delta"": ""(0, 6):1 (0, 11):1 (0, 1):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 2, ""added_bbox"": ""(3, 3, 13, 5)"", ""color"": 2, ""delta_counts"": {""0,-5"": 1, ""0,1"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.0, ""output_count"": 24, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(3, 2, 13, 10)"", ""top_delta"": ""(0, -5):1 (0, 1):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(13, 1, 13, 1)""}]","0,1",horizontal,182,"(0, 1, 21, 13)",False,"(0, 3, 21, 13)",0,6,"(22, 20)",arc-gen
2,"-10,0:1 2,0:1",vertical:2,2,2,True,"[{""added"": 1, ""added_bbox"": ""(4, 3, 4, 3)"", ""color"": 1, ""delta_counts"": {""-10,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 10.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(14, 3, 14, 3)"", ""top_delta"": ""(-10, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(9, 3, 9, 3)"", ""color"": 3, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(7, 3, 7, 3)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}]","-10,0",vertical,183,"(3, 0, 14, 17)",True,"(3, 0, 10, 17)",0,2,"(15, 18)",arc-gen
1,"2,0:1",vertical:1,2,2,True,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 26, ""output_count"": 26, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 1, ""added_bbox"": ""(12, 14, 12, 14)"", ""color"": 6, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(10, 14, 10, 14)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}]","2,0",vertical,184,"(6, 0, 13, 25)",True,"(6, 0, 13, 25)",0,1,"(14, 26)",arc-gen
2,"1,0:1 11,0:1",vertical:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(5, 2, 5, 2)"", ""color"": 2, ""delta_counts"": {""1,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(4, 2, 4, 2)"", ""top_delta"": ""(1, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(13, 9, 13, 9)"", ""color"": 6, ""delta_counts"": {""11,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 11.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(2, 9, 2, 9)"", ""top_delta"": ""(11, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(2, 6, 4, 19)""}]","1,0",vertical,185,"(2, 0, 14, 22)",False,"(5, 0, 14, 22)",0,5,"(15, 23)",arc-gen
4,"2,0:2 6,0:1 -13,0:1",vertical:4,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(1, 8, 15, 10)""}, {""added"": 1, ""added_bbox"": ""(11, 0, 11, 0)"", ""color"": 3, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 0, 9, 0)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 2, ""added_bbox"": ""(20, 2, 20, 8)"", ""color"": 4, ""delta_counts"": {""2,0"": 1, ""6,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 14, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 14, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(14, 2, 18, 8)"", ""top_delta"": ""(6, 0):1 (2, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 1, ""added_bbox"": ""(6, 3, 6, 3)"", ""color"": 6, ""delta_counts"": {""-13,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 13.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(19, 3, 19, 3)"", ""top_delta"": ""(-13, 0):1"", ""top_line_type"": ""vertical:1""}]","2,0",vertical,186,"(1, 0, 21, 11)",False,"(5, 0, 21, 11)",0,6,"(28, 12)",arc-gen
4,"0,7:1 0,-5:1 0,-1:1 0,1:1",horizontal:4,4,4,False,"[{""added"": 1, ""added_bbox"": ""(15, 26, 15, 26)"", ""color"": 1, ""delta_counts"": {""0,7"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 7.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(15, 19, 15, 19)"", ""top_delta"": ""(0, 7):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(14, 5, 14, 5)"", ""color"": 5, ""delta_counts"": {""0,-5"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 5.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(14, 10, 14, 10)"", ""top_delta"": ""(0, -5):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 6, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(11, 11, 11, 11)""}, {""added"": 1, ""added_bbox"": ""(1, 14, 1, 14)"", ""color"": 7, ""delta_counts"": {""0,-1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 15, 1, 15)"", ""top_delta"": ""(0, -1):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(9, 20, 9, 20)"", ""color"": 9, ""delta_counts"": {""0,1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 19, 9, 19)"", ""top_delta"": ""(0, 1):1"", ""top_line_type"": ""horizontal:1""}]","0,7",horizontal,187,"(0, 4, 17, 27)",False,"(0, 4, 17, 27)",0,5,"(18, 28)",arc-gen
4,"0,2:2 0,11:1 0,12:1",horizontal:4,2,2,False,"[{""added"": 1, ""added_bbox"": ""(21, 5, 21, 5)"", ""color"": 3, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 29, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(21, 3, 21, 3)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 3, ""added_bbox"": ""(1, 12, 17, 12)"", ""color"": 8, ""delta_counts"": {""0,11"": 1, ""0,12"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 8.3333, ""output_count"": 31, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 0, 17, 10)"", ""top_delta"": ""(0, 2):1 (0, 11):1 (0, 12):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(6, 8, 6, 8)""}]","0,2",horizontal,188,"(0, 0, 27, 13)",False,"(0, 5, 27, 13)",0,5,"(28, 21)",arc-gen
5,"0,13:2 0,-3:1 0,17:1 0,3:1",horizontal:5,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(5, 1, 23, 8)""}, {""added"": 1, ""added_bbox"": ""(6, 4, 6, 4)"", ""color"": 4, ""delta_counts"": {""0,-3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(6, 7, 6, 7)"", ""top_delta"": ""(0, -3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 3, ""added_bbox"": ""(6, 18, 15, 18)"", ""color"": 6, ""delta_counts"": {""0,13"": 2, ""0,17"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 14.3333, ""output_count"": 29, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(6, 1, 15, 5)"", ""top_delta"": ""(0, 13):2 (0, 17):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 1, ""added_bbox"": ""(18, 11, 18, 11)"", ""color"": 7, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(18, 8, 18, 8)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}]","0,13",horizontal,189,"(0, 1, 25, 19)",False,"(0, 3, 25, 19)",0,7,"(26, 20)",arc-gen
